Gene	p-value(Classical-line vs. B10)	fold change(Classical-line vs. B10)	p-value(Mesenchymal-tex vs. TOTBRAIN)	fold change(Mesenchymal-tex vs. TOTBRAIN)	p-value(Classical-line vs. B10)	fold change(Classical-line vs. B10)	
SP140L	0.546441	1.19093	0.000565593	3.3537			
SP3	0.630955	1.03778	0.00947304	1.26118			
SP4	0.0691258	1.2596	0.138157	1.22665			
SPAG1	0.861027	1.03782	0.009017	1.90234			
SPAG4	0.602562	1.06098	0.543487	1.07865			
SPARC	0.0192285	-1.79448	0.0276647	1.82062			
SPARCL1	0.0740886	2.06954	0.0651097	-2.28033			
SPATA5	0.244697	1.16776	0.00258166	1.6011			
SPATS2L	0.238684	-1.25946	0.199898	-1.3172			
SPCS2	0.261539	-1.13679	0.0178163	-1.3603			
SPDYA	0.664813	1.04526	0.0121402	1.34421			
SPDYE3	0.0939062	1.25466	0.0103208	1.48167			
SPDYE6	0.0107084	1.38163	0.0070623	1.4568			
SPECC1L	0.91727	-1.01929	0.0295486	-1.57863			
SPEM1	0.872573	-1.01661	0.134825	1.18701			
SPG21	0.159272	1.14933	0.144208	1.17162			
SPHKAP	0.713889	1.05183	1.05646e-012	-5.75076			
SPIN1	0.214451	-1.20722	0.00570679	-1.62301			
SPIN3	5.05963e-010	2.07529	0.655359	1.04089			
SPINK7	0.862805	1.01005	0.290266	1.07001			
SPINLW1	0.548542	-1.05274	0.516692	1.06277			
SPOPL	0.0172555	1.34354	0.00198352	-1.54467			
SPP1	0.136303	-3.66292	0.774159	1.30865			
SPR	3.74514e-006	1.77442	0.00430838	-1.40993			
SPRR2E	0.751356	1.02418	0.190388	1.11588			
SPRR2G	0.370188	-1.12727	0.247792	1.18533			
SPRY3	0.275819	1.10682	0.0014035	-1.42258			
SPRY4	0.293238	1.35271	0.903782	1.03843			
SPTBN4	0.656895	-1.0359	0.051453	-1.19086			
SPTLC1	0.340211	-1.12323	0.401707	-1.11821			
SPTLC3	0.883693	-1.10176	0.586585	-1.48517			
SPTSSB	0.843933	1.04213	0.0741167	-1.52382			
SPTY2D1	0.0459608	1.25768	0.00858195	1.40394			
SQLE	0.0146174	1.33057	0.0130436	-1.37528			
SQRDL	0.260512	-1.25384	0.820751	1.05063			
SQSTM1	3.82637e-005	-1.2246	6.18556e-010	1.50705			
SRD5A1	0.15575	-1.34376	0.00170061	-2.1515			
SRD5A3	0.274683	1.20803	0.0327635	-1.51663			
SRD5A3-AS1	0.603286	-1.03979	0.166173	1.12243			
SRG7	0.620378	1.05661	0.000871911	1.56137			
SRGAP1	0.00361261	-2.14949	0.0102432	2.0698			
SRGN	0.735045	1.05565	0.143365	-1.29821			
SRI	0.0238458	1.42532	0.949133	-1.01055			
SRP19	0.345942	1.06358	0.781241	-1.01996			
SRP54	0.440268	1.16747	0.119827	-1.41513			
SRP68	0.350583	-1.18892	0.0242363	-1.6071			
SRP72	0.577467	1.08238	0.845483	1.03073			
SRP72P2	0.185225	1.14389	0.029062	1.28271			
SRPK1	7.52544e-015	2.38777	0.00267723	-1.24592			
SRPK2	0.0333058	1.43938	0.000355921	-2.05423			
SRPR	0.506041	1.10491	0.0808706	1.34086			
SRPRB	0.000367774	1.44487	0.505458	1.07005			
SRPX	0.115681	2.31189	0.531145	1.43196			
SRPX2	0.000323058	4.00435	0.0492171	2.15364			
SRR	0.00763771	-1.51326	3.07951e-006	2.47728			
SRRM2	0.653906	-1.01423	1.97917e-018	1.93006			
SRRM3	0.875975	-1.01835	0.362942	-1.12401			
SRRM5	0.581002	1.11229	0.00314288	1.95625			
SRRT	0.000128322	1.24572	5.03022e-012	1.82433			
SRSF1	0.0379847	1.22279	1.55682e-007	1.99265			
SRSF10	0.00618908	1.50932	0.00192615	1.683			
SRSF5	0.980319	1.00471	0.275499	1.2585			
SRSF8	0.444938	1.08717	0.367435	1.11431			
SSBP1	3.03899e-012	1.71704	1.45645e-010	1.65308			
SSH2	0.141052	1.23405	0.276989	-1.18379			
SSR1	0.551543	-1.1096	0.524538	-1.12954			
SSR3	0.319073	1.1997	0.486614	-1.14874			
SSR4	0.00297576	1.28457	0.0498236	1.18939			
SSTR2	0.955434	1.01029	8.34885e-009	-4.80666			
SSTR5-AS1	0.998375	-1.00017	0.0289207	1.23457			
SSU72	0.00122962	1.41537	0.066732	-1.22492			
SSX2IP	0.400855	1.19909	0.0050539	-2.0261			
ST13	0.235104	1.21261	0.04321	-1.44473			
ST13P19	0.162423	1.13781	0.143646	-1.15984			
ST13P4	0.0535825	1.35847	0.0410478	-1.42846			
ST20	0.00029804	1.33876	0.134501	1.12771			
ST3GAL1	0.128065	1.33862	0.405278	-1.18805			
ST3GAL4	0.00178421	1.22612	0.0672352	-1.13165			
ST3GAL6-AS1	0.00531797	1.4184	0.0249956	1.3507			
ST6GAL1	0.0621317	1.57883	0.050364	-1.69283			
ST6GALNAC2	0.512056	1.15096	0.317414	1.26617			
ST7	0.026368	1.27608	0.0073525	1.38923			
ST7-AS2	0.237864	1.17817	0.013756	1.47743			
ST7L	0.33713	1.08597	0.695825	-1.03724			
STAC	0.426812	-1.08168	1.12108e-014	4.4484			
STAC2	0.915796	1.01104	0.0462486	-1.2644			
STAG1	0.11823	-1.21587	2.17616e-005	1.952			
STAG3L1	0.00473901	1.2259	7.55569e-013	2.37963			
STAG3L2	0.00703163	1.18894	3.49866e-012	2.07477			
STAG3L3	0.00242714	1.24739	2.43817e-012	2.28594			
STAG3L4	2.08489e-005	1.57721	1.46486e-006	1.80861			
STAMBP	0.84442	1.0219	0.166208	1.18549			
STAMBPL1	0.40318	-1.14553	2.48514e-005	-2.39549			
STAP1	0.903838	1.01357	0.123722	1.21163			
STARD13-IT1	0.855135	1.02823	0.155523	-1.27283			
STARD3NL	0.608895	-1.05446	0.922235	-1.01112			
STARD7	0.259596	1.202	0.741941	-1.06003			
STAT1	0.434869	-1.40039	0.97178	1.01676			
STAT2	0.136784	-1.6362	0.975453	1.01101			
STAT3	0.0763069	-1.29902	0.726874	-1.05658			
STC1	0.00331683	3.70811	0.199952	-1.80337			
STEAP3	6.58178e-006	1.59854	6.93849e-007	1.80324			
STIL	0.214515	1.23222	2.86615e-006	2.81773			
STIM1	0.823581	1.02333	0.000618825	-1.53652			
STK17A	0.976635	-1.00914	0.0410355	2.05504			
STK17B	0.351928	1.11883	0.688343	1.0541			
STK19	0.31279	-1.05603	4.68587e-005	1.31845			
STK3	0.0557529	1.19558	0.000228752	1.50913			
STK32A	0.0951586	2.18625	0.958186	-1.02664			
STK32B	5.06864e-005	1.87271	0.14049	1.24639			
STK38	0.0223469	1.46899	0.00427181	1.71725			
STK4	1.645e-007	1.65679	0.191764	1.11522			
STK4-AS1	0.352918	-1.06721	0.542524	1.04762			
STOM	0.216131	-1.81732	0.357248	-1.62294			
STON2	0.282064	1.29593	0.517981	-1.18482			
STOX1	0.298224	1.14106	2.2949e-009	-3.14518			
STRADB	0.544606	-1.14544	0.104054	1.50217			
STRN3	0.608132	-1.15414	0.00936093	-2.3202			
STS	0.566381	1.08429	3.80449e-007	-2.68824			
STT3A	0.824031	1.02884	0.000101358	1.86202			
STUB1	0.739912	-1.04034	0.116255	-1.23263			
STX18	0.29761	1.07633	0.280719	1.08709			
STX1A	0.409443	1.07273	5.10804e-006	-1.66372			
STX3	0.106746	1.11212	0.00011787	1.36299			
STXBP1	0.00163779	1.34699	1.36278e-020	-8.71761			
STXBP2	0.586871	-1.03537	0.00643394	1.22511			
STXBP3	0.0763822	1.51305	0.0559564	-1.63473			
STXBP5	0.0828723	1.42911	1.13481e-007	-4.50968			
STXBP6	0.946505	1.00924	1.3298e-006	-2.44874			
STYX	0.806759	1.05482	0.0157825	-1.83358			
STYXL1	0.000594356	1.33524	0.00378532	1.29567			
SUB1	0.080335	-1.33972	0.267153	-1.22157			
SULT4A1	0.0228592	1.26703	1.14238e-015	-5.19351			
SUMF2	0.115184	1.27504	0.495849	1.11975			
SUMO1	0.0692332	1.15468	0.0011579	-1.3502			
SUN1	1.18665e-006	1.77903	2.32187e-005	1.68369			
SUPV3L1	0.00162169	1.79729	0.0409405	-1.48583			
SURF4	0.191737	1.06632	0.134589	1.08437			
SUZ12	0.23309	1.21251	0.847842	1.03414			
SUZ12P1	0.155544	1.18442	0.611652	1.06748			
SVEP1	0.00879756	-2.03847	0.769796	-1.08568			
SWAP70	0.275816	1.29424	0.209087	-1.38645			
SYAP1	1.33888e-005	1.64218	0.910542	-1.01192			
SYCN	0.817375	-1.01978	0.00549373	1.31741			
SYDE2	0.527598	-1.11285	0.0596818	-1.43145			
SYN3	0.876408	1.01209	1.55325e-007	-1.76855			
SYNE2	0.844752	1.08334	0.00871223	3.4761			
SYNE3	0.410939	-1.07365	0.496933	-1.0663			
SYNGR1	0.914276	-1.01061	0.00648596	-1.36567			
SYNGR2	0.190051	1.13721	0.219226	-1.1409			
SYNJ1	0.905765	-1.01744	2.07452e-011	-5.16089			
SYPL1	0.0186351	1.61067	0.876894	1.03333			
SYS1	0.065541	1.11102	0.803132	-1.01529			
SYT14L	0.938897	1.00861	0.251666	1.15256			
SYT3	0.956223	-1.00484	0.00593132	-1.32727			
SYTL2	0.00285136	-1.85876	0.12298	1.39332			
SYTL5	0.665039	-1.17177	0.0254431	-2.54439			
SYVN1	0.0288759	-1.16484	0.26907	1.08545			
TAB3	0.098621	1.22272	0.0373699	-1.32512			
TACC1	0.64276	1.08383	0.000579722	-2.06284			
TACC3	0.668661	-1.05713	0.00486692	1.53433			
TACO1	0.590378	1.05793	0.0178219	-1.32872			
TACR1	0.723784	-1.03618	0.0475726	-1.25291			
TAF13	0.464842	1.09057	0.130027	-1.22103			
TAF2	0.163754	1.36774	0.535776	1.16246			
TAF6	0.00432236	1.19675	0.72922	-1.02252			
TAF9	0.0590812	1.10581	0.161081	-1.08403			
TAGLN2	0.364368	1.10444	0.00380225	1.44871			
TANC1	6.39642e-010	3.39744	8.98012e-006	2.23304			
TANK	0.682332	-1.07303	0.165953	1.30377			
TAP1	0.265429	-1.4052	0.406584	1.31839			
TAP2	0.0889842	1.26486	0.35965	1.14593			
TAPBP	0.000167053	-1.51086	0.442672	-1.08525			
TAPBPL	0.819873	1.01983	0.0116827	1.28596			
TAPT1	0.909485	1.02338	0.186661	-1.34772			
TARBP1	0.0143945	1.61131	0.00600868	1.81253			
TARS	0.0310089	1.48669	0.917274	1.02031			
TAS2R14	0.840935	-1.06047	0.00176911	2.97494			
TAS2R19	0.343712	1.22964	5.28435e-006	3.67155			
TAS2R20	0.0498979	1.60796	7.16737e-005	3.22734			
TAS2R40	0.0986415	1.19337	0.64577	1.05417			
TAS2R50	0.0227034	1.48231	6.66438e-006	2.65672			
TAS2R8	0.410906	-1.17009	0.675693	-1.09108			
TAS2R9	0.819955	-1.03641	0.707209	1.06684			
TAX1BP1	0.340167	1.20303	0.004172	-1.91146			
TBATA	0.744614	-1.03067	0.384498	1.09288			
TBC1D2B	0.303968	1.09961	0.852335	-1.01885			
TBC1D8	0.00576388	1.24284	0.335866	1.08149			
TBCA	0.00124896	1.36496	0.0256043	1.25194			
TBCCD1	0.821917	1.02067	0.0954335	1.1852			
TBCEL	0.941529	-1.01107	0.513964	1.11376			
TBCK	0.0883562	-1.38774	0.95405	1.01191			
TBK1	0.204115	1.14388	0.000782165	-1.52793			
TBL1X	3.56984e-007	2.70957	0.966935	-1.00706			
TBL1Y	1.32626e-005	1.33078	0.413586	1.05119			
TBL2	2.07573e-008	1.55134	4.59813e-006	1.42696			
TBPL1	0.230482	-1.16203	3.73767e-008	-2.67499			
TBRG1	0.923978	-1.00975	0.000347127	-1.56127			
TBX15	0.974451	-1.00849	0.302493	1.3508			
TBX19	0.0126461	1.24956	0.0140729	1.27115			
TBX20	0.964252	-1.0034	0.265328	1.09777			
TBX3	0.936982	1.01227	0.057001	1.39342			
TBX5	0.999823	-1.0001	0.000222718	8.11626			
TBX5-AS1	0.874783	-1.04288	0.00963023	2.22605			
TCEA3	0.7388	1.04588	2.80285e-005	2.05542			
TCEAL1	0.202915	1.12459	0.000749333	-1.44896			
TCEAL3-AS1	0.0167621	1.36298	0.141999	-1.22378			
TCEB3	0.00346723	1.5011	0.0246275	1.39344			
TCF19	0.00180596	-1.73348	0.00319284	1.75803			
TCF20	0.136026	1.15449	0.0196254	-1.28823			
TCF7L1-IT1	0.027125	-1.48479	8.94156e-007	3.15154			
TCN2	0.219331	-1.31878	0.756551	-1.07852			
TDO2	0.818556	-1.02441	0.0430147	-1.27281			
TDRD12	0.831771	-1.01621	0.69201	-1.03342			
TDRD7	0.0305468	-1.76385	0.00423068	-2.33435			
TEAD1	0.309833	-1.14504	9.58125e-005	1.90779			
TECTA	0.940618	-1.00828	0.000176868	1.67306			
TECTB	0.850828	1.02793	0.90542	-1.01924			
TEF	0.884921	-1.00848	2.85695e-008	-1.60013			
TEFM	0.676109	1.07036	0.551215	1.11227			
TEKT4P2	2.04225e-007	2.51741	0.657625	-1.06997			
TERC	0.0676201	1.37205	0.179206	1.28574			
TESK2	0.247254	1.14743	0.00329001	-1.50344			
TET2	0.0465736	-1.37558	0.00024281	2.01517			
TEX101	0.829908	-1.01624	0.698405	1.03237			
TEX26	0.673313	1.09717	0.824369	-1.05487			
TFAP2A	3.76486e-006	2.74991	0.00581841	1.7911			
TFB1M	0.00430036	1.50374	0.750087	1.0476			
TFB2M	1.15925e-005	2.85282	0.0260809	-1.66913			
TFDP2	0.0749763	1.22078	0.0828116	1.23687			
TFG	0.0243965	-1.25177	0.301479	1.11529			
TFIP11	0.698675	-1.03607	0.0414676	-1.23563			
TFPI2	0.0752466	1.44577	0.953802	-1.01288			
TFRC	0.129305	1.44356	0.236309	1.36558			
TGDS	0.0620203	1.40609	0.0618573	-1.45294			
TGFB2	0.0021936	-2.19435	0.789895	1.07153			
TGFB3	0.568659	1.15404	0.14234	-1.50724			
TGFBI	0.748284	1.11559	0.00163688	3.59877			
TGFBR2	1.28229e-008	-7.49204	0.201518	-1.45196			
TGFBR3	0.697236	1.11964	0.110709	-1.6786			
TGFBR3L	0.485625	-1.08617	0.681497	1.05459			
TGOLN2	0.134721	1.10608	0.379301	-1.06621			
THAP1	0.359452	1.11512	0.00308641	-1.51107			
THAP10	0.0378009	-1.25319	2.64202e-008	-2.33439			
THAP11	0.505531	-1.0624	0.265773	-1.11805			
THAP5	0.000691353	1.39393	0.706457	-1.03725			
THAP6	0.485977	1.06773	0.0365625	1.24945			
THAP7	0.233648	1.08194	0.263322	-1.08427			
THAP9-AS1	2.23626e-005	1.72387	0.000299846	1.62629			
THBS1	0.9106	-1.03174	0.0697916	1.76559			
THBS3	0.135202	1.16128	1.89321e-010	2.72611			
THNSL1	0.764047	-1.01792	3.89942e-010	-1.79441			
THOC2	3.45656e-005	2.44814	0.0083377	1.76823			
THOC3	0.342269	1.10699	0.0213312	1.32354			
THOC5	0.102705	1.23358	0.000397026	-1.72377			
THSD4	0.119644	-1.29847	0.660285	1.08251			
THSD7A	0.294826	-1.48376	0.629351	1.21858			
THUMPD2	0.00071021	1.53461	0.0267093	1.33612			
THUMPD3	0.139444	1.11887	0.346476	1.0806			
TIAM1	0.0304351	-1.76959	0.000498815	-2.92712			
TIAM2	0.000221135	2.05019	0.00203117	-1.88346			
TIFA	0.0156505	-1.47298	0.745017	-1.05584			
TIGD2	0.00977274	1.38288	0.0166723	1.38583			
TIGD7	0.764045	-1.03342	2.15521e-005	1.81793			
TIGIT	0.652467	-1.02814	0.000106368	1.34724			
TIMELESS	0.571339	1.05126	1.42708e-011	2.73283			
TIMM17A	3.13684e-005	1.59252	2.79405e-007	-1.98418			
TIMM44	3.74336e-006	1.77203	0.0329511	1.2816			
TIMM50	1.16825e-007	1.73039	0.263994	1.1042			
TIMM8B	0.856764	1.03399	0.922835	-1.01984			
TIMM9	0.0302126	1.46915	0.00858416	-1.68365			
TINF2	0.334727	-1.19652	0.342633	-1.21325			
TIPIN	0.000180908	1.46187	0.000192446	1.51254			
TIPRL	8.52559e-005	1.39106	9.27835e-006	-1.52841			
TIRAP	0.238261	-1.1169	0.00631096	1.34393			
TJP2	0.0273052	1.27085	0.764648	-1.03478			
TK1	0.124873	-1.21305	0.0347855	1.3449			
TLCD1	0.00020813	-2.63554	0.566223	-1.15711			
TLK2	0.214102	1.15496	0.208019	1.1735			
TLR3	0.0752856	-2.64766	0.714362	1.23847			
TLR9	0.735283	-1.03969	0.725734	-1.04524			
TM2D2	0.985563	1.00339	0.0570263	-1.49522			
TM4SF1	1.10534e-007	9.00568	0.00546037	-2.8353			
TM4SF18	0.785632	-1.07501	0.00772223	-2.28066			
TM9SF1	0.39741	-1.07921	0.589437	1.05449			
TM9SF2	0.178366	-1.35236	0.00231824	-2.2227			
TMA16	2.25784e-008	1.72716	1.3912e-005	1.51145			
TMBIM1	0.906425	-1.01359	0.00543942	-1.45326			
TMC1	0.754024	-1.03854	0.141006	1.21902			
TMC3	0.844363	-1.01551	0.503463	1.05934			
TMC7	0.460937	-1.30437	0.0252419	-2.50401			
TMCC1	0.000148527	-1.21882	0.0385008	-1.11415			
TMCC3	0.0484781	-1.37684	0.0055418	-1.66369			
TMCO2	0.166927	-1.05477	0.000357736	1.18049			
TMCO4	0.52435	-1.03251	3.68361e-005	1.30111			
TMED2	0.557262	1.06153	0.0217677	-1.30568			
TMED4	1.43311e-007	1.43321	1.30983e-005	1.35079			
TMED7-TICAM2	0.355674	-1.13094	0.0448747	-1.35092			
TMED8	0.00145653	1.86137	0.000164845	-2.30623			
TMEFF2	0.567383	1.35994	0.012446	-4.70511			
TMEM100	0.0273897	1.9716	2.11558e-005	5.02429			
TMEM106A	0.0546521	-1.15559	0.000903972	1.33883			
TMEM106B	0.0845182	1.26185	0.0413034	-1.3559			
TMEM109	0.0261643	1.36297	0.0270473	-1.40085			
TMEM116	0.93521	1.00822	0.305136	1.12093			
TMEM123	4.13695e-005	1.82205	0.00463824	1.52077			
TMEM126A	0.443181	-1.13693	0.0721842	-1.40092			
TMEM126B	0.178438	-1.18695	0.418625	-1.11823			
TMEM127	0.0198546	-1.41587	0.097492	-1.30321			
TMEM128	0.770528	1.03159	0.327462	-1.12212			
TMEM138	0.511358	1.10441	0.0331363	1.44132			
TMEM140	0.361441	1.19314	0.294149	-1.24966			
TMEM141	0.864404	-1.02096	0.92866	1.01198			
TMEM154	0.367577	-1.64152	0.891746	1.08487			
TMEM165	0.828833	1.03074	0.000194485	-1.90678			
TMEM167B	0.216753	1.1518	0.000771091	-1.58279			
TMEM175	0.0211763	-1.19424	0.01323	1.23434			
TMEM178A	0.256201	-1.33397	0.25274	-1.37441			
TMEM179B	0.0920347	-1.34944	0.780484	1.05448			
TMEM183B	0.00253767	1.73031	0.0245756	-1.53973			
TMEM184B	0.0183201	-1.19606	0.000143786	-1.40791			
TMEM184C	0.0500911	-1.62096	0.0678716	-1.63391			
TMEM19	0.0422546	-1.44901	0.101894	-1.38148			
TMEM194A	0.106821	-1.24937	3.6307e-007	2.58895			
TMEM199	0.0602338	-1.20627	0.413733	1.09111			
TMEM2	0.00903505	-2.66676	0.0803785	2.00675			
TMEM209	0.00528727	1.55313	0.205259	1.23076			
TMEM212	0.997914	1.00024	0.0610258	1.21378			
TMEM213	0.967994	-1.00237	0.0154077	1.179			
TMEM220	0.978333	1.00471	0.501485	1.13633			
TMEM237	0.968101	-1.00691	0.231087	1.25707			
TMEM248	0.327764	1.09277	0.294608	1.10983			
TMEM249	0.193187	-1.08523	0.0889199	1.12564			
TMEM38B	4.90879e-006	1.72978	0.0965261	-1.20384			
TMEM39A	0.00685973	1.50592	1.61559e-005	2.20853			
TMEM43	0.60653	1.06128	0.356652	1.12432			
TMEM48	0.0039137	1.58831	0.392988	1.15086			
TMEM60	5.22724e-006	1.528	0.704735	1.03265			
TMEM62	0.576563	-1.13731	0.258867	-1.33287			
TMEM70	2.49092e-005	1.34571	0.0548458	-1.13951			
TMEM79	0.808447	-1.02188	0.048933	1.22016			
TMEM81	2.06864e-006	2.07211	0.000206422	-1.77747			
TMEM87A	0.364436	-1.19667	0.297068	-1.25438			
TMEM87B	0.873884	1.04436	0.404071	-1.28578			
TMF1	0.666012	-1.03031	0.00727563	1.24122			
TMOD3	0.850287	1.02629	0.723177	-1.05485			
TMPO	0.309982	1.17789	0.000123812	2.14937			
TMPRSS11E	0.752601	-1.05822	0.957352	1.01056			
TMPRSS4	0.644643	-1.03701	0.357773	1.08308			
TMTC3	0.127702	-1.43863	0.0049588	-2.1627			
TMX1	0.990534	-1.00325	0.711275	-1.11748			
TMX2	0.634204	-1.04944	0.101151	-1.2044			
TMX4	0.938983	1.01779	1.92906e-005	-3.5543			
TNC	0.015957	-2.29178	0.000184382	4.55533			
TNFAIP2	0.549171	1.09191	0.0646146	1.35664			
TNFAIP6	0.000252847	3.97697	0.259164	1.52072			
TNFAIP8L2	0.573339	1.05581	0.423504	1.08848			
TNFRSF11B	0.534339	-1.12769	0.091209	-1.44112			
TNFRSF1A	0.116174	-1.36083	0.166856	1.34388			
TNFSF10	0.911453	-1.05065	0.364284	-1.55991			
TNPO1	0.269513	1.21435	0.231723	1.25966			
TNPO3	1.43131e-006	1.95408	0.349638	1.12344			
TOB1	0.315863	-1.1491	0.721734	-1.05512			
TOB2	0.893707	1.02045	0.09078	-1.33312			
TOE1	0.000194872	1.42565	5.02514e-005	1.54156			
TOMM22	0.516857	1.10962	0.00245832	-1.776			
TOMM22P5	0.769917	-1.02626	0.296696	-1.10758			
TOMM40	1.52451e-006	1.44867	0.0608266	-1.14171			
TOMM5	0.000537969	1.37677	0.685987	1.03759			
TOMM70A	0.0177315	1.31798	9.47552e-007	-2.09572			
TONSL	0.955406	-1.00539	0.0737161	1.21354			
TOP1P1	0.0903455	1.35526	0.087326	1.3998			
TOPBP1	0.00301387	1.34159	6.29757e-007	1.87163			
TOPORS	0.450217	1.12483	0.508177	-1.1194			
TOR1A	0.0481901	-1.35888	0.967323	-1.00676			
TOR1AIP1	0.130274	1.3186	0.0664516	-1.44909			
TOR1B	0.00047617	1.20922	0.0187795	1.14101			
TOR3A	0.000201464	1.36239	0.258494	1.0966			
TOX	0.729536	-1.13181	0.028009	-2.45323			
TOX4	0.303651	-1.21622	0.0808606	-1.44796			
TP53I3	1.97333e-005	-1.74076	0.0475348	1.28148			
TP53TG1	0.0252553	-1.17797	0.973575	1.00255			
TP73	0.345873	-1.09175	0.4659	1.07698			
TPD52	5.45202e-006	1.51559	0.635476	-1.04035			
TPD52L1	0.469967	1.11181	0.00641237	-1.59197			
TPD52L2	2.87552e-007	1.33527	0.152606	-1.07333			
TPI1	0.780625	-1.03556	0.950281	-1.0086			
TPI1P2	0.730984	-1.03273	0.00203207	1.40993			
TPI1P3	0.90094	1.01936	0.718717	1.06273			
TPM3	0.721964	1.04397	0.983526	-1.00274			
TPMT	0.678076	-1.07544	1.2525e-005	-2.69691			
TPRG1L	0.222574	1.09122	2.95817e-012	-2.36599			
TPRKB	0.0235387	1.228	0.137334	1.15482			
TPST1	0.151005	1.18869	0.868227	1.02174			
TPX2	0.136385	1.29296	1.95784e-013	9.98132			
TRA2B	0.135959	1.19341	0.000568996	1.62783			
TRAF1	0.889309	-1.01226	0.080943	1.18732			
TRAF3IP3	0.48918	-1.03698	0.012456	1.16302			
TRAF5	0.427844	-1.18933	0.0099959	1.91534			
TRAJ38	0.436717	-1.14832	0.00381145	1.82728			
TRAJ61	0.800639	1.05946	0.626027	-1.13007			
TRAK2	0.905425	-1.03371	0.726188	1.1131			
TRAM1	0.809929	1.04265	0.697006	1.07694			
TRAM2	0.227234	1.32003	0.119569	1.48487			
TRANK1	0.204257	-1.53093	0.245088	-1.53142			
TRAPPC10	0.337	-1.10549	0.148958	-1.1815			
TRAPPC11	0.957315	1.00744	0.876471	1.02387			
TRAPPC2	0.000689002	1.67395	0.820927	1.03464			
TRAPPC2P1	0.224495	1.09684	0.000212551	1.41042			
TRAPPC3	0.0204835	1.29567	0.0975657	-1.21934			
TRAPPC4	0.167419	-1.22788	0.0685179	1.35032			
TRAPPC6B	0.783335	-1.08205	7.6784e-005	-4.15765			
TRBV5-5	0.855489	-1.01378	0.507566	1.05627			
TRDJ1					0.819784	1.17603	
TREM2	0.063258	-1.12761	0.482302	1.04972			
TRIL	0.182921	-1.41115	0.243291	-1.39009			
TRIM10	0.791522	-1.02327	0.165842	1.14363			
TRIM14	0.0934719	1.31609	0.00601901	1.67095			
TRIM2	0.0449641	-1.3624	0.0678284	-1.35897			
TRIM21	0.116987	-1.46359	0.140998	1.47826			
TRIM25	0.542662	-1.203	0.0446029	1.99204			
TRIM26	0.164033	-1.08679	0.0258739	1.16163			
TRIM31	0.936924	1.00938	0.568686	1.07664			
TRIM34	0.00159782	-1.99851	0.0842459	1.47744			
TRIM36	5.43874e-007	2.36312	0.000467327	-1.79245			
TRIM38	0.996675	1.00201	0.707555	1.21883			
TRIM4	0.0681787	1.20365	2.69771e-005	1.70069			
TRIM43B	0.985946	-1.00243	0.400109	1.13617			
TRIM44	0.180933	-1.22502	0.00262975	-1.70313			
TRIM48	0.940623	-1.02968	0.95798	1.02292			
TRIM49L1	0.874799	-1.0439	0.680596	-1.131			
TRIM5	0.00357049	-1.65593	0.00642885	1.66843			
TRIM52	0.0798948	-1.19289	7.51976e-006	1.77825			
TRIM53AP	0.954101	-1.01876	0.998884	1.00049			
TRIM56	0.00144735	1.29208	1.40825e-006	1.6159			
TRIM62	0.0705577	1.11819	0.134484	1.1056			
TRIM69	0.0705708	-1.22056	0.791705	1.03152			
TRIM74	0.0526921	1.23342	0.000209479	1.61681			
TRIP10	4.47147e-006	1.6614	0.000556932	1.46899			
TRIP11	0.75123	-1.0993	0.0761095	-1.81396			
TRIP12	0.324197	1.15187	0.0806983	-1.32223			
TRIP6	5.0691e-005	-1.35947	1.58586e-006	1.52801			
TRIT1	7.25238e-008	2.07749	0.00116932	1.50107			
TRMT10A	0.000648447	1.52713	0.0971925	1.23198			
TRMT112	0.173338	1.12484	0.159027	1.14276			
TRMT13	9.1769e-005	1.8976	0.00619474	1.58064			
TRMT2B	0.00282266	1.41758	0.0582758	1.26028			
TRMT6	0.000749847	2.12185	0.254098	-1.2909			
TRMT61B	2.20559e-005	1.88576	0.216034	-1.1912			
TRMU	0.000442417	1.25911	0.0932229	1.11727			
TRPM3	0.533584	-1.43624	0.0451697	-3.72921			
TRPM7	0.0661797	1.38775	0.13122	1.33928			
TRPS1	0.0109734	1.41829	0.000786209	1.69437			
TRRAP	0.000317784	1.40987	2.24676e-007	1.85177			
TSC22D2	0.213771	-1.08383	0.000268478	1.33186			
TSC22D3	0.561224	-1.0383	0.140018	1.11206			
TSG101	0.521155	1.07622	0.0139673	-1.38207			
TSHZ2	0.0276942	-3.05158	0.799465	-1.14495			
TSHZ3	0.490617	-1.06982	0.240285	1.13532			
TSKU	0.0875869	-1.13308	0.0298789	1.19329			
TSPAN13	0.0237696	2.2286	0.0113554	-2.70248			
TSPAN17	0.00161623	-1.23817	0.290253	1.0754			
TSPAN5	0.944727	-1.01387	3.86992e-005	-2.83102			
TSPAN8	0.581122	-1.01885	1.48383e-017	-1.92746			
TSPAN9	0.96469	1.00691	0.165947	-1.27113			
TSPAN9-IT1	0.102753	1.21742	0.16218	1.20142			
TSPY8	0.811377	-1.02351	0.11346	1.18817			
TSR2	0.0235695	1.38294	0.000668511	-1.75943			
TSTD1	5.56291e-006	-1.58852	0.887583	1.01321			
TTC1	0.447905	-1.15365	0.0214322	-1.63915			
TTC14	0.185364	-1.19132	0.0419722	1.35063			
TTC23	0.1057	-1.16868	3.09922e-005	1.65113			
TTC26	3.02882e-011	1.7642	8.09379e-013	2.05926			
TTC39B	0.519291	-1.15345	7.68576e-005	-2.99655			
