Gene	p-value(Classical-line vs. B10)	fold change(Classical-line vs. B10)	p-value(Mesenchymal-line vs. B10)	fold change(Mesenchymal-line vs. B10)	p-value(Proneural-line vs. B10)	fold change(Proneural-line vs. B10)	p-value(Classical-tex vs. TOTBRAIN)	fold change(Classical-tex vs. TOTBRAIN)	p-value(Mesenchymal-tex vs. TOTBRAIN)	fold change(Mesenchymal-tex vs. TOTBRAIN)	p-value(Proneural-tex vs. TOTBRAIN)	fold change(Proneural-tex vs. TOTBRAIN)	
RERE	0.0177959	1.46122	0.572365	-1.09919	0.257732	-1.19748	0.0047188	-1.65827	0.0457642	-1.41242	0.774903	-1.05676	
IL12A	0.015291	1.46163	0.00949588	1.56505	0.105935	1.28919	0.804566	-1.04117	0.468995	1.12585	0.0907398	1.38567	
TIPIN	0.000180908	1.46187	0.000769477	1.43998	0.661633	1.04143	0.652663	1.04528	0.000192446	1.51254	0.0129069	1.34635	
RAD54L	0.00803202	1.46208	0.0146718	1.46159	0.351063	1.13982	0.0113205	1.48506	1.54605e-005	2.1254	2.00253e-006	2.70028	
LOC100505921	0.0821496	1.46326	9.18422e-007	4.16101	0.000164364	2.5623	0.224018	1.33356	0.0152578	1.81597	0.127104	1.52208	
NDUFB2	5.03412e-006	1.46389	3.57234e-005	1.44078	0.000207787	1.34943	0.109135	-1.13243	0.0260865	-1.1928	0.438631	-1.07065	
GCLM	0.015484	1.46402	5.95477e-007	2.78897	0.0647871	1.3418	0.0134463	-1.53307	0.918076	-1.01702	0.269829	1.23511	
RNU7-69P	0.0123704	1.46636	0.0237852	1.45526	0.0577346	1.34057	0.000810773	1.79794	0.0690863	1.34586	0.042618	1.4699	
ETFA	1.91894e-005	1.46646	0.000667612	1.36895	0.0154473	1.22181	0.00050013	-1.38102	0.000354032	-1.39548	4.22619e-005	-1.58018	
WLS	0.134553	1.46653	0.0823651	1.63262	0.377589	1.25898	0.00746394	2.18716	0.558427	1.17516	0.406353	1.30373	
LOC100505876	0.00652472	1.46675	0.00731918	1.51129	0.0612524	1.301	0.261699	-1.17843	0.376886	-1.13739	0.985144	-1.00312	
NANP	0.000145586	1.46684	0.389069	-1.08802	0.450772	1.07201	0.996874	-1.00038	0.405686	-1.08481	0.00157992	-1.47292	
POLE2	0.0254188	1.46706	0.0163408	1.57476	0.538355	1.11043	0.00544794	1.70694	0.0318919	1.49439	0.863391	-1.03641	
PLEKHA3	0.000240137	1.46741	0.00379234	1.37209	0.000423035	1.45726	0.0390514	-1.24298	0.00793197	-1.33206	0.224365	-1.15533	
ABCE1	0.00923276	1.46798	0.000147404	1.92781	0.494809	1.10348	0.000171268	-1.91219	0.146483	-1.25266	0.000900236	-1.9022	
MRPL37	5.51795e-006	1.46812	8.95443e-005	1.41225	0.105968	1.12745	0.0151059	1.21746	0.0440433	1.17406	0.0109885	1.26994	
AFAP1L1	0.0452581	1.46854	0.0512012	1.50559	0.0019971	1.9024	0.094953	1.41536	0.0614253	1.4792	0.110211	1.46655	
YTHDC2	0.036304	1.4687	0.00889654	1.71182	0.0984253	1.36197	0.759399	1.06118	0.232659	1.26369	0.374441	-1.22142	
STK38	0.0223469	1.46899	4.55486e-006	2.65262	3.42497e-005	2.22977	2.31763e-005	2.39826	0.00427181	1.71725	0.779651	-1.05866	
NFKBIA	0.0709584	1.46911	1.6391e-006	3.80914	0.00242632	2.01913	0.000226089	2.56768	0.173692	1.36841	0.700121	-1.10635	
TIMM9	0.0302126	1.46915	0.0589595	1.43853	0.450624	1.1428	0.505033	-1.13312	0.00858416	-1.68365	3.25733e-007	-4.03618	
ZCCHC4	0.0236143	1.46943	0.00507493	1.70679	0.211679	1.23704	0.570653	1.10669	0.231297	1.24112	0.00372298	-1.90065	
RNU12-2P	0.0118272	1.46945	0.035568	1.4137	0.44508	1.1216	0.0232233	-1.45682	0.0839712	-1.32466	0.000849176	-1.96058	
RABGEF1	7.15533e-006	1.47063	1.69653e-012	2.44669	4.73526e-008	1.70194	0.394236	-1.06973	0.86318	1.01365	0.440446	-1.07294	
PCNA	0.00165482	1.47069	0.000403625	1.62652	0.149075	1.18607	3.08833e-007	2.225	3.36085e-005	1.81352	0.00834306	1.48974	
DDX11	2.61491e-005	1.47074	0.000482117	1.396	2.39009e-005	1.49328	2.08652e-006	1.64709	1.18581e-014	3.28306	5.48123e-016	4.67216	
NDUFAF4	0.000553284	1.4715	0.0282311	1.28717	0.112354	1.18395	8.78278e-012	-3.23535	2.3402e-012	-3.45556	1.54112e-012	-4.29035	
NOL11	0.0636499	1.47166	0.00768938	1.87389	0.032765	1.59017	0.814487	-1.0534	0.926756	-1.02058	0.0964177	-1.54585	
CSNK1G2	3.82732e-005	1.47205	0.00332553	1.32321	0.00305004	1.30581	0.488151	-1.06357	0.384308	-1.0806	0.281516	1.1176	
ATP5J2	2.07562e-005	1.47355	6.53088e-012	2.49574	0.000659217	1.35235	0.0782042	1.16605	0.40874	1.07314	0.941937	1.00717	
DKK3	0.0139631	1.47393	0.000188253	1.99909	0.00864163	1.53909	9.52863e-005	-2.08004	1.87048e-006	-2.6104	2.17456e-008	-4.11348	
ARMCX1	0.00166741	1.4743	5.51125e-005	1.78236	0.0294088	1.30404	0.427499	-1.1041	0.0162085	-1.36839	7.07062e-006	-2.16146	
LSG1	0.00578856	1.47438	1.16327e-007	2.68461	1.40039e-005	2.01172	0.3309	1.15194	0.767349	1.04365	0.700662	-1.06624	
ZNF295	0.000517079	1.47472	0.00198706	1.44868	0.243768	1.13049	0.903957	-1.0134	0.00625719	1.37951	0.255726	1.15765	
OPA1	0.00485994	1.47526	0.0712726	1.29942	0.000462354	1.68036	1.20596e-005	-2.08128	2.0036e-005	-2.02954	0.0440095	-1.40501	
SNRPG	0.000120157	1.47539	0.00648557	1.32611	0.0900026	1.17272	0.0210979	1.26464	9.6248e-005	1.54294	0.0233499	1.30495	
EML6	3.58554e-005	1.47648	0.00205765	1.34602	0.993084	-1.00073	0.113135	-1.15456	0.637007	-1.04288	4.52595e-005	-1.62334	
PURB	0.00457892	1.47683	0.000171319	1.81821	1.36936e-005	1.97729	0.0462756	-1.33608	0.401038	1.12606	0.00288507	1.68571	
MIRLET7A2	0.0899729	1.47694	0.0230169	1.79351	0.00275553	2.11689	0.73521	-1.08679	0.0699021	1.58136	0.17316	-1.48117	
MRRF	0.0140201	1.47735	0.0232023	1.47992	0.0657026	1.34324	0.16014	1.26615	0.0537968	1.38943	0.721014	-1.07058	
RNU105B	0.0320909	1.47741	0.0435662	1.493	0.74801	-1.05987	0.820383	-1.04453	0.753432	1.06215	0.172207	-1.35954	
C15orf44	0.000182058	1.47876	0.0064665	1.3417	0.00718665	1.31403	3.10555e-005	1.63532	0.00149322	1.42053	0.0451961	1.27421	
NAA15	0.00442296	1.47899	4.44193e-006	2.17743	0.087683	1.26088	0.256831	-1.17467	0.122748	1.24755	0.325444	-1.17442	
COPS6	5.64361e-005	1.4791	3.02388e-008	1.96832	1.52646e-005	1.55933	0.917405	1.00962	0.978921	1.00244	0.850923	-1.02023	
ZNF767	6.32828e-008	1.47966	7.97733e-008	1.52812	3.2722e-008	1.51989	1.9285e-011	1.86819	7.03749e-014	2.19127	2.90613e-013	2.35534	
WDHD1	0.058468	1.4798	0.000882561	2.23849	0.35873	1.21141	0.140047	1.39207	0.227372	1.30859	0.281242	-1.31852	
GTF2H2D	0.00727996	1.48174	0.00345353	1.60794	0.435103	1.11803	0.552103	-1.09413	0.324799	-1.16154	0.000636659	-1.93213	
EZH2	0.0272899	1.48175	0.018663	1.58672	0.0292775	1.49275	7.83842e-010	5.13988	8.8977e-013	8.90035	6.0194e-013	12.9905	
TAS2R50	0.0227034	1.48231	0.00129058	1.89149	0.0495023	1.41402	0.000888376	1.93937	6.66438e-006	2.65672	0.0085655	1.79171	
CDK5	3.64462e-006	1.48244	2.13109e-009	1.90012	1.89738e-006	1.52701	0.00101331	-1.3199	0.0112267	-1.22873	0.00503405	-1.30533	
NUP62	0.00671216	1.48245	0.0113585	1.49098	0.0954697	1.27169	0.00226892	1.63914	0.00455261	1.57485	1.26944e-005	2.43937	
MT1M	0.263965	1.48253	0.133457	1.79393	0.748788	1.12238	0.631664	-1.20143	0.0330386	-2.33193	2.98208e-006	-12.2606	
FAM18B2	5.18993e-005	1.48286	0.305244	-1.10016	0.110279	1.15256	0.101329	1.16729	0.00413089	-1.32864	0.000317113	-1.53697	
RPL22	0.00204771	1.48293	0.469736	-1.09813	0.517181	-1.08221	0.0888821	-1.25207	0.28498	1.14933	0.594407	-1.08269	
DESI1	0.00293782	1.48347	0.0421788	1.32736	0.393853	1.11497	0.432814	-1.11192	0.000628743	-1.66429	1.68132e-007	-2.83574	
CBWD1	0.00600019	1.48369	8.34836e-006	2.18986	0.00130998	1.62981	0.0252941	1.4107	0.00811056	1.51351	0.786087	1.0473	
LOC388796	2.00402e-008	1.48445	3.21514e-006	1.38622	0.00155675	1.20674	0.0182264	1.15377	0.0170818	1.15561	0.000259983	1.3149	
PARPBP	0.00975342	1.48448	3.01019e-006	2.45389	8.01881e-005	1.96253	0.01257	1.5163	1.3947e-007	2.91941	7.37007e-008	3.59555	
RNF24	0.0243729	1.48507	0.00210985	1.84936	0.217	1.24266	0.0308617	-1.51281	0.039213	-1.48288	1.59968e-006	-3.50995	
HOXD-AS1	0.0046794	1.48507	1.92828e-005	2.05089	0.0503766	1.31321	0.038376	-1.35943	0.953711	1.00833	0.818447	1.03863	
PCDHB9	0.145085	1.4861	2.56431e-005	4.22282	4.84823e-006	4.56992	0.00117457	2.82972	0.000197762	3.41896	1.69138e-006	7.29035	
RPP40	0.00136445	1.48625	0.000147244	1.70609	0.0235368	1.31871	0.00649091	-1.43303	0.328195	-1.13002	0.00549018	-1.52953	
AURKA	0.000925934	1.48627	3.98602e-006	1.94366	0.0198171	1.31538	0.0483495	1.27525	6.8572e-006	1.89996	6.30131e-005	1.88492	
TARS	0.0310089	1.48669	0.00459429	1.80024	0.0477674	1.45277	0.405958	-1.1756	0.917274	1.02031	0.00210444	-2.10839	
KTN1-AS1	0.00420439	1.4868	0.00246564	1.58966	0.105814	1.24667	0.826217	-1.03155	0.149103	-1.23079	0.00116361	-1.78827	
GALNT7	0.102464	1.48749	0.000708903	2.64963	0.099975	1.51173	0.651112	-1.1252	0.929681	1.02325	0.191287	-1.48982	
NIP7	0.0140019	1.48811	0.00126763	1.81045	0.0319362	1.4247	0.723352	1.06143	0.0232853	-1.49024	0.000101811	-2.36882	
CALU	0.0199566	1.48891	0.000255293	2.08635	0.0166879	1.52803	0.00329512	1.76196	1.18367e-005	2.53307	0.000305144	2.30704	
CXorf24	0.000164038	1.48901	7.96977e-006	1.72455	0.00307117	1.36013	0.406421	1.08904	0.580136	-1.05829	0.798228	-1.03063	
RNU7-85P	0.00379812	1.48937	0.0292382	1.37497	0.0215428	1.37429	6.12257e-005	1.91105	0.0149087	1.43222	0.0360888	1.42243	
RPS4Y2	0.00231158	1.48948	0.0508057	1.30563	0.342271	1.12665	0.0124347	1.41707	0.0224957	1.37075	0.10634	1.28657	
CCDC41	0.00101422	1.48963	0.0062595	1.42274	0.937867	1.00893	5.34211e-005	1.75817	1.57855e-012	3.97448	0.000160778	1.81688	
SLC26A4	0.44793	1.49042	0.0185951	4.11583	0.0109116	4.28287	0.996131	-1.00278	0.466071	-1.52153	0.324219	-1.93082	
PRDX6	0.000336721	1.49069	0.00238999	1.43131	0.233858	1.13182	0.00236865	1.43184	0.762457	-1.03352	0.280959	-1.14689	
MINOS1	6.39937e-005	1.49077	9.81715e-005	1.52658	0.075268	1.17789	0.0094113	-1.29888	0.0390968	-1.22546	0.399283	1.09751	
ZNF266	0.00146684	1.49152	9.5561e-006	1.9438	0.238056	1.15248	2.55692e-006	2.06095	1.13952e-006	2.13671	0.131603	1.25083	
LOC642846	6.19374e-005	1.49171	0.000400991	1.45488	1.76379e-005	1.57236	1.39805e-006	1.75912	1.2525e-014	3.70878	7.806e-016	5.3708	
LOC100507459	0.0160168	1.49228	0.604017	-1.09422	0.556674	1.10106	0.0941515	1.34576	0.447568	-1.14134	0.00270178	-1.91295	
RPS4XP21	0.00415756	1.49248	0.0920267	1.279	0.380605	1.12595	0.71039	1.05443	0.0168668	1.43018	0.192816	1.24297	
POFUT1	1.44106e-005	1.49344	0.00554218	1.28918	0.0494888	1.17824	7.16252e-008	1.82503	1.49194e-005	1.5501	0.310144	1.10662	
NSUN2	0.00176555	1.49362	1.27499e-007	2.40887	0.0115525	1.38369	0.000175127	1.73019	0.00509116	1.47258	0.00703521	-1.53383	
KIF4A	0.0736125	1.49446	0.00399918	2.09627	0.0851892	1.48949	0.000157916	2.78797	1.14645e-007	5.15183	5.36265e-009	9.11135	
ZNF607	0.000995471	1.49504	0.0723398	1.25226	0.79014	1.03105	0.0336253	-1.30855	0.000296505	-1.63915	1.19113e-010	-3.81107	
GIMAP2	0.0158683	1.49568	1.26194e-007	3.27083	0.000107469	2.06428	0.00727851	1.64331	0.0337228	1.46793	0.656631	-1.09356	
EIF4H	2.32195e-007	1.49586	8.38054e-011	1.90894	1.0834e-006	1.46387	0.157224	1.10107	0.0656784	1.13518	2.03527e-005	1.47232	
HELLS	0.00566601	1.49694	0.164922	1.23502	0.618948	1.07279	3.51289e-010	3.88131	1.26726e-012	5.59419	5.39417e-013	7.82708	
FOXC1	6.22615e-006	1.49762	2.96359e-008	1.82119	7.20479e-006	1.51161	0.00482586	1.2793	0.84454	-1.01613	0.0517573	1.2084	
PIPSL	4.58049e-005	1.49889	0.00556818	1.32075	0.34925	1.08708	0.113607	1.16391	0.00390332	1.33811	6.79779e-006	1.79432	
NSUN5P1	0.000971736	1.49902	0.0616074	1.26552	0.154041	1.18199	9.21742e-005	1.72828	5.73933e-008	2.38327	6.31148e-010	3.48076	
MANBA	0.0298099	1.49965	0.0607674	1.46108	0.814891	1.04429	0.928709	1.01771	0.950749	1.01219	0.00803906	-1.89272	
GPX7	0.000671963	1.50004	2.18814e-005	1.8006	1.79374e-005	1.75463	0.00611116	1.41262	0.00215855	1.48144	0.00127113	1.61752	
NCOA7	0.00877942	1.50028	0.000329834	1.90118	0.00332431	1.61076	1.5641e-009	-3.87358	1.34273e-009	-3.911	7.0575e-012	-7.24714	
EBNA1BP2	2.9273e-005	1.50037	0.000627066	1.412	0.0167113	1.24098	0.209161	-1.12295	0.467134	-1.06881	0.137179	-1.17273	
DDX56	2.83718e-006	1.50092	7.54294e-012	2.3056	6.38529e-008	1.68162	6.75219e-009	1.85344	4.74581e-010	2.01057	7.97822e-008	1.8761	
TCEB3	0.00346723	1.5011	0.0134593	1.44521	0.821941	1.03047	0.310742	1.15555	0.0246275	1.39344	0.085517	1.33362	
PPIH	0.000525135	1.50157	0.0334183	1.29128	0.490014	1.07848	0.00075501	1.53725	2.989e-006	1.92856	5.85197e-005	1.85659	
DNMT1	4.07266e-005	1.50319	0.0122535	1.28128	0.101434	1.15967	1.4456e-007	1.88542	9.25661e-009	2.07484	2.05522e-009	2.4735	
GATAD1	7.43967e-008	1.5033	7.70459e-006	1.40609	2.10169e-006	1.41741	3.98007e-010	1.77684	3.3972e-011	1.89686	3.69243e-009	1.82008	
TFB1M	0.00430036	1.50374	0.0796476	1.30012	0.0312748	1.36093	0.626485	1.07373	0.750087	1.0476	0.0069631	-1.62254	
CDKN2B-AS1	0.171742	1.50382	0.0818144	1.77682	0.02848	1.99912	0.0183512	2.2173	0.817349	-1.07721	0.658587	-1.17882	
CDC37	6.73579e-007	1.50439	0.000155566	1.36203	0.00879553	1.2078	0.0368134	-1.16899	0.00334648	-1.25575	0.000448022	-1.38433	
BTF3L4P1	0.000150483	1.50502	0.0166731	1.29935	0.210282	1.13276	0.00376605	-1.38322	0.848023	1.02016	0.0347706	-1.30176	
TMEM39A	0.00685973	1.50592	4.50573e-005	2.08796	0.0272037	1.40236	5.24415e-005	2.07065	1.61559e-005	2.20853	0.000187164	2.13703	
NAA38	1.37658e-007	1.50596	3.52525e-011	1.94111	1.46525e-008	1.60734	1.58106e-008	1.65115	5.41673e-013	2.19902	3.634e-011	2.14872	
UTP15	0.0313477	1.50603	0.11789	1.37679	0.359547	1.19034	0.931545	1.01735	0.84529	1.03987	0.00764501	-1.92678	
KPNA4	0.00212228	1.50648	0.00873132	1.45432	0.0171615	1.37379	0.0441645	-1.32372	0.00117637	-1.61385	0.00577067	-1.5813	
MIR10B	0.00139328	1.50659	0.00838084	1.43303	0.000201458	1.6629	0.0680832	1.27288	0.0140177	1.39462	0.000195899	1.86702	
WDR74	2.42428e-006	1.50663	0.00487428	1.26519	0.0914318	1.13567	0.398774	-1.06848	0.0293907	1.19364	0.315611	-1.09548	
DDX12P	6.98674e-005	1.50739	0.000754604	1.44152	3.86849e-005	1.5576	1.51326e-005	1.65277	2.96332e-013	3.32019	6.37757e-015	4.99482	
CALD1	0.0142104	1.50768	0.000112916	2.153	8.07505e-005	2.10117	1.03054e-005	2.49344	0.000273108	2.03811	0.00101568	2.06709	
LOC202781	0.000748102	1.50801	7.78794e-005	1.72991	1.99788e-005	1.77056	0.000256444	1.64353	0.00229398	1.49117	0.00167478	1.61275	
C7orf49	6.87211e-006	1.50879	1.19342e-009	2.04931	2.88916e-006	1.56652	0.000961499	1.35474	5.30335e-005	1.47773	0.000243538	1.48988	
SRSF10	0.00618908	1.50932	0.0248358	1.43587	0.477371	1.10947	0.113427	1.28364	0.00192615	1.683	0.0194221	1.54766	
GNB4	0.00135499	1.50941	7.86653e-009	2.74627	5.60718e-006	1.93986	0.000110999	1.76395	0.019585	1.37013	0.0403423	1.37156	
NDUFS5	4.08239e-006	1.50991	2.0128e-005	1.50072	0.193395	1.10605	1.16712e-006	-1.62784	0.210389	-1.10832	2.90898e-006	-1.70298	
ALKBH8	0.00048033	1.51245	9.46196e-009	2.47802	0.19514	1.15555	0.451368	1.09233	0.00129758	1.50783	0.0282695	-1.3607	
STXBP3	0.0763822	1.51305	3.26094e-005	3.34146	0.0600551	1.5768	0.261423	-1.32699	0.0559564	-1.63473	0.00148101	-2.71455	
SHB	0.00893911	1.51327	3.9831e-010	4.37534	0.00681091	1.56009	0.601956	-1.08933	0.351715	1.16595	0.19553	-1.28162	
TPD52	5.45202e-006	1.51559	0.00180964	1.32678	0.00445453	1.27061	4.85027e-005	-1.47923	0.635476	-1.04035	0.00820805	-1.30997	
CCT4	0.000416703	1.51576	0.0057119	1.40748	0.042289	1.25811	5.07462e-009	-2.5292	6.42501e-005	-1.70362	7.81587e-006	-2.04249	
SDHB	0.00777557	1.51755	0.0445715	1.39903	0.807338	1.03785	0.0130018	-1.52647	0.0310855	-1.43665	0.00820468	-1.68802	
RNU7-6P	0.0341305	1.51768	0.0943145	1.42716	0.26721	1.24537	0.000179764	2.40979	0.00728634	1.80892	0.00319698	2.14231	
EIF3K	0.00251585	1.51852	0.0707377	1.29697	0.855621	1.0243	0.324248	1.14922	0.141436	-1.23317	0.000129839	-2.02046	
SNORD127	0.176795	1.51921	0.080118	1.82187	0.364016	1.33349	0.00114943	-3.28793	2.71459e-005	-5.1446	3.95948e-009	-22.8137	
GRB10	0.0987238	1.52003	5.64849e-005	3.53036	0.0236974	1.83096	0.00671952	2.18987	0.954795	-1.01551	0.294094	1.39366	
MTERF	0.000161393	1.52131	0.0262278	1.28312	0.0248247	1.26806	0.382547	1.09909	0.0590914	1.23267	0.515641	1.08436	
CA5B	0.00166604	1.52222	0.0304116	1.35355	0.0201845	1.36094	4.11124e-007	2.35837	0.793637	-1.03579	0.948975	-1.00998	
ERLIN1	0.0171115	1.52359	0.213463	1.26143	0.518563	1.11911	0.180546	-1.28467	0.888979	1.02606	0.134797	-1.383	
CERS2	5.93208e-005	1.52377	0.0221043	1.26941	0.000517406	1.43675	0.377075	-1.09266	0.24957	-1.12304	0.620185	-1.05881	
SNORD111B	0.00190981	1.52382	0.0181751	1.40329	0.0544655	1.29159	0.000209925	-1.77141	0.696958	1.05477	3.57028e-010	-4.18261	
CIRH1A	0.0324918	1.52384	0.166274	1.33907	0.273958	1.24137	0.858353	1.03774	0.049969	-1.52249	0.00359669	-2.11853	
ZNF451	0.00131323	1.5239	0.0840691	1.26196	0.0514268	1.28284	0.212323	-1.1805	0.492642	-1.09466	0.968767	-1.00595	
PANK2	2.24893e-007	1.52456	1.08617e-005	1.44142	0.000696287	1.2805	0.0260247	1.17641	0.0255048	-1.17714	0.000488288	-1.36787	
ASNSD1	0.00153017	1.52466	0.00527829	1.48981	0.0328381	1.32251	0.00115424	-1.60971	0.00167642	-1.58005	5.08684e-006	-2.33393	
UGDH	1.34346e-006	1.52469	1.3786e-005	1.48953	0.000271643	1.34813	0.162677	-1.11625	0.206423	-1.10432	0.00129698	-1.37008	
MGC16142	0.000454656	1.52581	0.00704041	1.40519	0.00288558	1.4329	0.330674	-1.12329	0.022587	-1.32671	7.04221e-007	-2.33479	
SNORA29	0.00312085	1.52629	0.002303	1.61617	0.155405	1.21896	1.59982e-005	-2.09529	0.12947	-1.2519	0.000130637	-2.07499	
SEPT7	0.0426097	1.52639	0.00328976	2.01121	0.0171927	1.6825	0.727389	-1.08002	0.4663	-1.1752	0.0280442	-1.79169	
RNU7-2P	0.00456217	1.52662	0.544079	-1.09719	0.70593	-1.05579	0.475686	-1.11537	0.0108008	1.50812	0.00046938	1.9838	
TRMT10A	0.000648447	1.52713	0.00359003	1.46968	0.195705	1.1642	0.23306	-1.15987	0.0971925	1.23198	0.332179	-1.14876	
LUC7L2	2.04392e-006	1.52735	1.72988e-005	1.49778	0.000286698	1.35821	8.45925e-005	1.43248	8.92679e-005	1.43031	4.54625e-005	1.54526	
MYCBP	1.57395e-006	1.52748	8.18713e-005	1.42583	0.00417421	1.25579	0.437273	-1.06326	0.799581	-1.02016	0.752786	-1.02901	
HSPA14	3.01719e-005	1.52778	0.000926055	1.41561	0.204694	1.12256	0.00133629	-1.39739	0.040937	-1.22392	0.00982065	-1.35143	
TMEM60	5.22724e-006	1.528	3.55471e-011	2.33742	2.52566e-006	1.58144	0.482046	1.06161	0.704735	1.03265	0.0262292	-1.25455	
TTC4	0.000195065	1.52939	0.0148773	1.32771	0.0806101	1.20563	0.114224	1.19537	0.481057	-1.08141	0.011052	-1.40928	
AHSA1	0.0212811	1.53015	0.0229707	1.58337	0.0367727	1.48456	0.00380062	-1.82504	2.40932e-005	-2.60227	1.25647e-007	-4.57845	
KLRC3	0.115717	1.53055	0.000180609	3.41851	7.85755e-007	5.38704	0.339476	-1.32231	0.000898023	2.88898	5.73227e-007	8.16793	
CNOT6L	0.00303045	1.5325	0.00333698	1.58761	0.420336	1.11815	0.0867993	-1.29263	0.0114125	-1.47809	7.08261e-006	-2.47835	
NAT10	9.11175e-006	1.53265	0.00102562	1.37574	0.0677281	1.1697	0.0592572	1.18767	0.000484131	1.40957	0.677733	-1.04342	
ZMPSTE24	0.0819399	1.53326	0.00127618	2.52106	0.103651	1.50926	0.417881	-1.23821	0.0299597	-1.809	0.000548914	-3.19511	
THUMPD2	0.00071021	1.53461	5.51864e-005	1.79271	0.729485	-1.04177	0.526079	1.08304	0.0267093	1.33612	0.0729647	-1.30582	
ORC1	0.0135358	1.53462	0.000433488	2.02777	0.178686	1.26129	0.119962	1.33132	0.000919063	1.92997	7.52869e-005	2.57626	
ZBED6	0.0210441	1.53464	0.00595863	1.7688	0.205593	1.26494	0.228502	1.26725	0.0407932	1.50968	0.17565	1.36149	
PMS2P3	7.06495e-009	1.53509	4.8719e-008	1.53161	2.14494e-007	1.44995	0.000394674	1.26542	4.00914e-007	1.46323	2.13795e-012	2.17	
LAMC1	0.121396	1.53524	0.00165443	2.76887	0.00372688	2.3955	0.000452721	3.19018	0.0599347	1.77886	0.00266168	3.04746	
EBP	0.00029868	1.53548	1.4029e-006	1.9918	0.000419974	1.53648	0.115623	1.2046	0.744895	1.03845	0.427249	1.11267	
MIR553	0.00489195	1.53548	0.0922156	1.30856	0.181755	1.22052	1.73407e-005	2.20166	1.52421e-006	2.51616	1.08987e-007	3.44228	
MZT1	0.000892543	1.53597	0.0192269	1.3708	0.0142284	1.36726	2.07595e-011	-3.7372	4.56947e-009	-2.81602	2.54523e-007	-2.64697	
RNU7-24P	0.0460638	1.53785	0.0412084	1.62137	0.201399	1.32181	0.0015418	2.20175	0.0709952	1.5282	0.176735	1.43607	
APOOL	0.00334956	1.53811	0.142118	1.24997	0.0805955	1.287	0.152609	-1.2426	0.00492538	-1.56718	0.00276011	-1.74615	
FAM134B	0.215769	1.53817	0.00861642	2.85355	0.135619	1.71484	0.0179899	-2.54377	0.000614796	-4.16655	4.46827e-007	-15.8089	
ZAK	0.00409376	1.5394	9.13356e-007	2.54764	0.000197637	1.83575	0.00514638	1.58226	0.000252142	1.8794	0.182561	-1.27064	
BTF3P10	0.00170959	1.54	0.00254925	1.57158	0.0118633	1.41459	0.729401	1.04911	0.227922	1.18414	0.0365821	-1.41472	
MLXIP	0.000198229	1.54057	0.407863	-1.09832	0.248555	1.13196	0.150318	1.1793	0.121935	1.19462	1.49276e-007	2.40691	
DCAF17	0.00446146	1.54103	0.176401	1.23777	0.369307	1.14156	0.0565765	-1.35734	0.420481	-1.1341	0.00547034	-1.70345	
OGT	0.017542	1.54208	0.255756	1.24444	0.504938	1.1276	0.0232265	1.57063	0.898555	1.02456	0.642351	1.10766	
FBXL13	5.05646e-006	1.54277	0.0101735	1.26504	0.00654071	1.26641	4.82574e-005	1.50147	0.275632	1.09986	0.512282	-1.06784	
OGDH	0.000879159	1.54286	2.42636e-007	2.34606	0.000127345	1.70403	0.196227	-1.18529	0.0220448	-1.36418	0.000582814	-1.77009	
SESN3	0.120119	1.5437	0.00253017	2.66362	0.647171	1.13836	0.220581	1.45054	0.0575238	-1.79893	0.00345335	-2.97418	
ZBTB8A	0.00349438	1.54459	0.00289809	1.62768	0.606138	1.07659	0.409209	-1.13398	0.608868	-1.08078	0.0015914	-1.82614	
GGH	0.000387674	1.54509	0.000767681	1.56318	0.0131953	1.34498	0.564592	-1.07197	0.0880331	1.23416	0.649767	1.06524	
MIR718	3.40726e-005	1.54518	0.006719	1.33014	0.00185413	1.37074	0.00528542	1.3427	0.00488403	1.34683	0.000873566	1.51915	
FIGNL1	0.00274422	1.54621	2.87437e-005	2.05529	0.0191237	1.40708	0.480465	-1.11015	0.110088	1.2723	0.529765	1.11334	
RPF1	0.0156342	1.54763	0.000883446	1.99201	0.205648	1.25567	0.474567	-1.14474	0.431866	-1.16034	0.0721414	-1.49443	
MRPL34	6.93423e-005	1.54808	0.000169107	1.56152	0.0624039	1.2085	0.348757	-1.10383	0.41644	-1.08928	0.0216901	-1.33674	
BTF3P11	0.00394856	1.54858	0.0267908	1.42944	0.0586011	1.32894	0.920745	1.01551	0.232573	1.20553	0.0835224	-1.37318	
PMM2	1.51223e-005	1.54895	1.33704e-009	2.22666	2.02977e-006	1.67271	8.38732e-009	2.08284	5.58497e-014	3.39522	2.36489e-012	3.37322	
LARP1B	2.86846e-005	1.54898	0.00499622	1.34292	0.39626	-1.08216	0.000473587	-1.4646	0.0535559	-1.21596	1.90754e-008	-2.34213	
DCTPP1	0.000314945	1.5492	0.42341	-1.10034	0.836254	-1.02343	0.00149036	-1.50978	0.00651821	-1.4113	0.0021419	-1.57931	
YWHAG	1.87826e-006	1.54936	9.81751e-010	2.03478	2.72956e-007	1.6578	8.01288e-016	-3.51531	2.78846e-013	-2.72909	1.29937e-010	-2.45501	
SDAD1	0.00396788	1.54994	0.00044423	1.83454	0.225816	1.19643	0.000132775	-1.96185	0.0336496	-1.4084	5.81092e-007	-3.06952	
MDH2	0.000272726	1.55004	0.026105	1.31337	0.192937	1.15749	0.224963	-1.15524	0.940651	1.00878	0.0209202	1.38798	
